3000 8991
0 1 49
0 2 9
0 3 2
0 4 85
0 5 90
0 7 87
0 8 84
0 9 79
0 13 57
0 14 62
0 15 17
0 18 52
0 20 83
0 25 11
0 26 10
0 27 17
0 31 65
0 34 50
0 41 42
0 46 76
0 53 64
0 56 10
0 58 37
0 66 16
0 76 38
0 82 6
0 88 92
0 99 56
0 102 19
0 108 85
0 114 72
0 115 83
0 116 96
0 140 74
0 146 1
0 165 1
0 170 95
0 171 85
0 176 5
0 185 37
0 190 4
0 205 61
0 231 16
0 249 47
0 272 46
0 300 83
0 324 28
0 333 68
0 334 71
0 340 57
0 352 59
0 358 89
0 368 95
0 387 1
0 391 59
0 424 76
0 469 86
0 548 15
0 573 74
0 589 98
0 650 47
0 653 52
0 679 98
0 822 75
0 836 69
0 841 11
0 842 38
0 878 74
0 884 96
0 905 48
0 974 22
0 982 72
0 1037 93
0 1067 27
0 1070 3
0 1074 76
0 1092 65
0 1104 79
0 1210 23
0 1274 61
0 1286 61
0 1291 37
0 1314 21
0 1349 39
0 1359 20
0 1398 46
0 1418 11
0 1420 3
0 1535 90
0 1541 76
0 1605 3
0 1607 99
0 1609 66
0 1628 89
0 1698 87
0 1748 69
0 1816 26
0 1830 7
0 1883 11
0 1893 76
0 1911 39
0 1931 5
0 1986 97
0 1990 70
0 2001 33
0 2022 69
0 2082 44
0 2187 49
0 2205 94
0 2219 40
0 2251 34
0 2286 21
0 2384 41
0 2400 83
0 2407 72
0 2457 61
0 2467 78
0 2523 82
0 2565 36
0 2735 19
0 2738 3
0 2749 14
0 2961 21
1 10 73
1 16 85
1 28 29
1 29 7
1 35 61
1 46 88
1 57 57
1 63 81
1 74 26
1 149 11
1 191 9
1 201 24
1 256 83
1 266 58
1 276 36
1 277 100
1 284 74
1 319 79
1 352 35
1 359 91
1 429 69
1 624 35
1 628 86
1 675 53
1 678 61
1 702 4
1 717 46
1 726 32
1 739 1
1 771 32
1 802 86
1 831 100
1 862 73
1 864 43
1 917 78
1 938 8
1 990 97
1 1089 98
1 1125 16
1 1151 97
1 1303 30
1 1349 93
1 1353 72
1 1578 81
1 1581 72
1 1613 43
1 1740 98
1 1824 70
1 1974 39
1 2244 2
1 2333 57
1 2423 51
1 2537 73
1 2690 4
1 2765 40
2 4 2
2 5 42
2 6 95
2 11 85
2 17 32
2 24 62
2 26 23
2 29 87
2 36 33
2 37 77
2 38 82
2 40 23
2 44 64
2 60 3
2 61 46
2 65 14
2 70 44
2 73 34
2 89 26
2 90 3
2 97 29
2 111 57
2 118 13
2 121 83
2 123 38
2 158 27
2 166 68
2 187 41
2 194 81
2 200 67
2 220 4
2 230 56
2 248 73
2 254 52
2 284 68
2 295 48
2 300 84
2 302 37
2 333 22
2 337 31
2 377 14
2 383 40
2 389 63
2 395 62
2 398 3
2 399 68
2 403 18
2 412 2
2 438 64
2 442 21
2 466 29
2 516 68
2 528 41
2 572 42
2 641 87
2 647 73
2 671 16
2 674 51
2 683 24
2 705 37
2 729 88
2 737 31
2 741 95
2 768 34
2 808 90
2 832 18
2 842 18
2 849 42
2 922 17
2 984 3
2 1016 22
2 1075 66
2 1147 89
2 1157 29
2 1196 82
2 1201 79
2 1226 82
2 1304 89
2 1393 67
2 1429 17
2 1449 58
2 1456 52
2 1530 55
2 1559 82
2 1617 31
2 1634 67
2 1675 11
2 1693 64
2 1699 37
2 1792 58
2 1802 91
2 1822 88
2 1846 87
2 1847 20
2 1892 35
2 1893 61
2 1998 47
2 2039 29
2 2083 38
2 2141 19
2 2154 38
2 2156 14
2 2167 12
2 2242 49
2 2269 1
2 2297 10
2 2428 93
2 2465 100
2 2515 62
2 2581 26
2 2585 96
2 2617 57
2 2623 40
2 2707 74
2 2709 35
2 2723 24
2 2725 54
2 2800 83
2 2806 54
2 2834 88
2 2863 58
2 2952 15
2 2963 30
3 4 24
3 7 81
3 10 12
3 18 7
3 23 76
3 54 86
3 84 15
3 98 87
3 139 52
3 143 40
3 147 63
3 152 2
3 184 34
3 188 60
3 192 26
3 206 54
3 207 43
3 228 82
3 260 51
3 348 60
3 442 22
3 579 8
3 636 23
3 752 69
3 781 24
3 847 79
3 863 8
3 872 57
3 925 46
3 938 39
3 950 75
3 953 34
3 1226 92
3 1275 88
3 1309 56
3 1388 13
3 1461 14
3 1523 49
3 1971 94
3 2099 41
3 2181 12
3 2212 46
3 2213 52
3 2621 10
3 2682 41
3 2736 61
3 2810 14
3 2943 88
4 5 46
4 6 46
4 8 89
4 9 95
4 10 17
4 13 70
4 15 22
4 18 9
4 27 94
4 37 56
4 50 80
4 53 33
4 54 14
4 56 76
4 66 41
4 67 81
4 81 26
4 87 55
4 99 32
4 121 4
4 140 94
4 144 59
4 146 31
4 163 21
4 169 10
4 181 84
4 199 96
4 218 12
4 219 88
4 222 29
4 235 19
4 237 2
4 243 13
4 250 40
4 277 51
4 278 68
4 279 54
4 290 67
4 292 60
4 322 82
4 356 37
4 366 96
4 371 47
4 397 70
4 413 51
4 432 5
4 437 9
4 440 20
4 447 3
4 450 39
4 555 1
4 595 90
4 597 3
4 614 4
4 662 94
4 676 63
4 716 43
4 723 33
4 732 51
4 735 31
4 760 76
4 790 35
4 799 87
4 802 50
4 900 6
4 964 25
4 970 69
4 985 15
4 998 55
4 1113 80
4 1132 43
4 1141 35
4 1146 90
4 1165 8
4 1209 33
4 1222 59
4 1230 45
4 1238 35
4 1245 34
4 1289 5
4 1322 52
4 1367 23
4 1374 56
4 1382 97
4 1395 81
4 1412 80
4 1488 89
4 1513 27
4 1566 65
4 1651 3
4 1655 52
4 1726 52
4 1730 13
4 1750 23
4 1829 92
4 1838 58
